,codgeo,total_maisons,rga_1945_1975_faible,rga_1945_1975_moyen,rga_1945_1975_nul,rga_1945_1975_fort,rga_1976_2020_faible,rga_1976_2020_moyen,rga_1976_2020_nul,rga_1976_2020_fort,rga_post2020_faible,rga_post2020_moyen,rga_post2020_nul,rga_post2020_fort,rga_pre1945_faible,rga_pre1945_moyen,rga_pre1945_nul,rga_pre1945_fort,rga_unk_faible,rga_unk_moyen,rga_unk_nul,rga_unk_fort,tri_nul_nul,tri_t01_faible,tri_t01_fort,tri_t01_moyen,tri_t02_faible,tri_t02_fort,tri_t02_moyen,tri_t03_faible,tri_t03_fort,tri_t03_moyen,rga_score,tri_score
8281,24481,367,0,10,32,4,0,12,72,3,0,1,4,0,0,61,135,33,0,0,0,0,367,0,0,0,0,0,0,0,0,0,0.3746594005449591,0.0
8282,24482,200,0,1,0,11,0,2,0,53,0,0,0,4,0,1,1,126,0,0,0,1,200,0,0,0,0,0,0,0,0,0,3.0875,0.0
8283,24483,87,0,0,2,3,0,0,7,24,0,0,0,1,0,0,5,45,0,0,0,0,87,0,0,0,0,0,0,0,0,0,2.9885057471264367,0.0
8284,24484,467,0,0,40,29,0,0,65,144,0,0,13,12,0,0,72,92,0,0,0,0,467,0,0,0,0,0,0,0,0,0,3.5224839400428265,0.0
8285,24485,307,0,20,5,11,0,25,5,38,0,1,1,2,0,75,28,95,0,1,0,0,307,0,0,0,0,0,0,0,0,0,2.027687296416938,0.0
8286,24486,326,0,0,60,1,0,0,78,7,0,0,9,1,0,0,160,10,0,0,0,0,326,0,0,0,0,0,0,0,0,0,0.24539877300613497,0.0
8287,24487,825,0,117,0,4,0,359,4,28,0,22,7,0,0,252,5,26,0,1,0,0,731,45,0,49,0,0,0,0,0,0,2.9606060606060605,0.23272727272727273
8288,24488,326,0,3,16,0,0,34,84,0,0,1,6,0,0,59,123,0,0,0,0,0,326,0,0,0,0,0,0,0,0,0,0.5521472392638037,0.0
8289,24489,269,0,0,33,32,0,0,27,38,0,0,3,2,0,0,60,74,0,0,0,0,269,0,0,0,0,0,0,0,0,0,2.0446096654275094,0.0
8290,24490,734,0,19,19,46,0,17,45,111,0,1,10,3,0,32,209,221,0,1,0,0,734,0,0,0,0,0,0,0,0,0,2.0299727520435966,0.0
8291,24491,347,0,7,30,1,0,27,90,3,0,2,5,0,0,26,132,23,0,0,1,0,347,0,0,0,0,0,0,0,0,0,0.5547550432276657,0.0
8292,24492,54,0,0,0,4,0,0,0,11,0,0,0,2,0,0,1,36,0,0,0,0,54,0,0,0,0,0,0,0,0,0,2.5925925925925926,0.0
8293,24493,96,0,0,11,3,0,0,17,7,0,0,1,0,0,0,51,6,0,0,0,0,96,0,0,0,0,0,0,0,0,0,0.8854166666666666,0.0
8294,24494,264,0,0,0,24,0,0,0,127,0,0,1,5,0,0,1,106,0,0,0,0,264,0,0,0,0,0,0,0,0,0,5.359848484848484,0.0
8295,24495,53,0,2,1,0,0,9,1,4,0,2,0,0,0,26,3,5,0,0,0,0,53,0,0,0,0,0,0,0,0,0,1.7924528301886793,0.0
8296,24496,218,0,0,3,11,0,4,3,100,0,0,2,5,0,9,16,64,0,0,0,1,218,0,0,0,0,0,0,0,0,0,5.045871559633028,0.0
8297,24498,735,0,54,64,21,0,86,76,27,0,1,2,1,0,174,141,88,0,0,0,0,735,0,0,0,0,0,0,0,0,0,1.2891156462585034,0.0
8298,24499,409,0,0,56,12,0,1,165,87,0,0,6,0,0,0,57,25,0,0,0,0,409,0,0,0,0,0,0,0,0,0,2.2860635696821516,0.0
8299,24500,80,0,0,0,14,0,0,0,31,0,0,0,2,0,0,0,33,0,0,0,0,80,0,0,0,0,0,0,0,0,0,4.875,0.0
8300,24501,280,0,35,0,0,0,82,1,0,0,2,0,0,0,158,2,0,0,0,0,0,0,0,139,141,0,0,0,0,0,0,1.7946428571428572,3.992857142857143
8301,24502,59,0,0,0,3,0,0,2,19,0,0,1,2,0,0,1,31,0,0,0,0,59,0,0,0,0,0,0,0,0,0,3.6440677966101696,0.0
8302,24504,179,0,0,0,8,0,0,4,48,0,0,0,2,0,0,3,114,0,0,0,0,179,0,0,0,0,0,0,0,0,0,2.9608938547486034,0.0
8303,24505,275,0,9,14,4,0,21,41,7,0,1,0,0,0,55,110,13,0,0,0,0,275,0,0,0,0,0,0,0,0,0,0.8,0.0
8304,24507,89,0,0,3,0,0,0,29,0,0,0,1,0,0,0,56,0,0,0,0,0,89,0,0,0,0,0,0,0,0,0,0.0,0.0
8305,24508,148,0,0,1,8,0,0,0,62,0,0,2,0,0,1,1,73,0,0,0,0,148,0,0,0,0,0,0,0,0,0,4.45945945945946,0.0
8306,24509,340,0,0,5,37,0,0,9,118,0,0,1,7,0,0,4,159,0,0,0,0,340,0,0,0,0,0,0,0,0,0,4.117647058823529,0.0
8307,24510,262,0,22,9,0,0,79,21,0,0,6,3,0,0,80,42,0,0,0,0,0,262,0,0,0,0,0,0,0,0,0,1.7748091603053435,0.0
8308,24511,141,0,0,14,6,0,3,18,24,0,0,1,1,0,7,46,21,0,0,0,0,141,0,0,0,0,0,0,0,0,0,2.0567375886524824,0.0
8309,24512,175,0,0,6,0,0,12,100,0,0,0,10,0,0,4,43,0,0,0,0,0,175,0,0,0,0,0,0,0,0,0,0.34285714285714286,0.0
8310,24513,162,0,3,6,4,0,23,39,20,0,1,1,0,0,33,17,15,0,0,0,0,162,0,0,0,0,0,0,0,0,0,2.1296296296296298,0.0
8311,24514,151,0,0,2,11,0,0,7,32,0,0,3,3,0,0,15,77,0,0,0,1,151,0,0,0,0,0,0,0,0,0,2.5827814569536423,0.0
8312,24515,168,0,3,12,0,0,10,23,0,0,2,1,0,0,26,91,0,0,0,0,0,168,0,0,0,0,0,0,0,0,0,0.37202380952380953,0.0
8313,24516,712,0,9,52,0,0,80,266,0,0,7,17,0,0,22,258,0,0,1,0,0,712,0,0,0,0,0,0,0,0,0,0.6179775280898876,0.0
8314,24517,63,0,3,0,0,0,16,4,4,0,2,0,0,0,24,5,5,0,0,0,0,63,0,0,0,0,0,0,0,0,0,2.1031746031746033,0.0
8315,24518,152,0,0,0,6,0,0,10,44,0,0,1,1,0,0,14,76,0,0,0,0,152,0,0,0,0,0,0,0,0,0,3.125,0.0
8316,24519,265,0,0,20,0,0,0,56,0,0,0,2,0,0,0,187,0,0,0,0,0,265,0,0,0,0,0,0,0,0,0,0.0,0.0
8317,24520,3873,0,2,1000,0,0,4,1647,0,0,1,70,0,0,7,1131,0,0,0,11,0,3873,0,0,0,0,0,0,0,0,0,0.007100438936225148,0.0
8318,24521,450,0,16,2,65,0,20,28,206,0,0,5,9,0,21,19,57,0,1,0,1,450,0,0,0,0,0,0,0,0,0,5.711111111111111,0.0
8319,24522,305,0,0,37,0,0,3,66,0,0,0,6,0,0,14,178,0,0,0,1,0,305,0,0,0,0,0,0,0,0,0,0.04918032786885246,0.0
8320,24523,247,0,2,13,20,0,1,37,55,0,0,7,4,0,6,8,94,0,0,0,0,247,0,0,0,0,0,0,0,0,0,2.7530364372469633,0.0
8321,24524,119,0,1,6,0,0,24,39,0,0,1,0,0,0,8,40,0,0,0,0,0,119,0,0,0,0,0,0,0,0,0,1.050420168067227,0.0
8322,24525,123,0,0,8,4,0,0,49,4,0,0,1,0,0,0,56,1,0,0,0,0,123,0,0,0,0,0,0,0,0,0,0.4878048780487805,0.0
8323,24526,488,0,21,49,0,0,42,98,0,0,0,2,0,0,94,181,0,0,0,1,0,488,0,0,0,0,0,0,0,0,0,0.5379098360655737,0.0
8324,24527,524,0,28,15,34,0,73,23,116,0,3,7,13,0,84,41,86,0,1,0,0,524,0,0,0,0,0,0,0,0,0,3.506679389312977,0.0
8325,24528,81,0,0,1,6,0,0,5,11,0,0,1,1,0,0,2,54,0,0,0,0,81,0,0,0,0,0,0,0,0,0,1.7901234567901234,0.0
8326,24529,105,0,0,0,25,0,0,0,47,0,0,0,1,0,0,0,32,0,0,0,0,105,0,0,0,0,0,0,0,0,0,5.714285714285714,0.0
8327,24531,162,0,6,4,0,0,31,56,0,0,1,4,0,0,27,33,0,0,0,0,0,162,0,0,0,0,0,0,0,0,0,1.0648148148148149,0.0
8328,24532,145,0,0,1,5,0,0,9,53,0,0,3,2,0,0,11,61,0,0,0,0,145,0,0,0,0,0,0,0,0,0,3.896551724137931,0.0
8329,24533,72,0,0,0,6,0,0,0,13,0,0,0,1,0,0,2,50,0,0,0,0,72,0,0,0,0,0,0,0,0,0,2.2916666666666665,0.0
8330,24534,588,0,0,21,41,0,0,105,158,0,0,15,13,0,0,80,155,0,0,0,0,588,0,0,0,0,0,0,0,0,0,3.1462585034013606,0.0
8331,24535,157,0,6,8,1,0,36,25,6,0,5,3,2,0,32,27,6,0,0,0,0,157,0,0,0,0,0,0,0,0,0,1.7993630573248407,0.0
8332,24536,129,0,0,3,5,0,0,23,47,0,0,2,1,0,0,14,34,0,0,0,0,129,0,0,0,0,0,0,0,0,0,3.875968992248062,0.0
8333,24537,174,0,0,0,11,0,0,2,63,0,0,1,3,0,0,7,87,0,0,0,0,174,0,0,0,0,0,0,0,0,0,4.022988505747127,0.0
8334,24538,625,0,56,47,6,0,92,81,58,0,5,3,3,0,181,75,17,0,1,0,0,625,0,0,0,0,0,0,0,0,0,1.98,0.0
8335,24540,870,0,0,32,33,0,0,215,134,0,0,16,12,0,0,208,218,0,0,0,2,870,0,0,0,0,0,0,0,0,0,1.7988505747126438,0.0
8336,24541,81,0,0,0,2,0,0,2,12,0,0,0,0,0,0,5,60,0,0,0,0,81,0,0,0,0,0,0,0,0,0,1.6049382716049383,0.0
8337,24542,53,0,0,0,5,0,3,0,14,0,1,0,1,0,4,1,24,0,0,0,0,53,0,0,0,0,0,0,0,0,0,3.5377358490566038,0.0
8338,24543,645,0,42,10,67,0,54,20,161,0,3,1,5,0,61,18,203,0,0,0,0,645,0,0,0,0,0,0,0,0,0,3.647286821705426,0.0
8339,24544,268,0,3,14,0,0,10,138,0,0,0,15,0,0,8,80,0,0,0,0,0,268,0,0,0,0,0,0,0,0,0,0.21455223880597016,0.0
8340,24545,81,0,7,2,0,0,18,8,0,0,0,0,0,0,36,10,0,0,0,0,0,81,0,0,0,0,0,0,0,0,0,1.3271604938271604,0.0
8341,24546,35,0,0,0,0,0,0,11,0,0,0,0,0,0,0,24,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0.0,0.0
8342,24547,2311,0,531,152,14,1,333,465,62,1,12,33,1,1,207,466,29,0,2,1,0,1371,148,225,567,0,0,0,0,0,0,1.6092600605798355,1.2868887927304198
8343,24548,195,0,0,1,17,0,0,8,48,0,0,1,3,0,0,15,102,0,0,0,0,195,0,0,0,0,0,0,0,0,0,2.9743589743589745,0.0
8344,24549,248,0,0,3,13,0,0,14,50,0,0,3,3,0,0,8,153,0,0,0,1,248,0,0,0,0,0,0,0,0,0,2.338709677419355,0.0
8345,24550,662,0,0,11,111,0,0,53,168,0,0,3,9,0,0,55,248,0,0,1,3,662,0,0,0,0,0,0,0,0,0,3.4441087613293053,0.0
8346,24551,1297,0,101,198,125,0,112,143,136,0,2,2,4,0,87,268,114,0,0,3,2,1297,0,0,0,0,0,0,0,0,0,2.176175790285274,0.0
8347,24552,197,0,11,10,1,0,39,43,6,0,5,4,2,0,13,56,7,0,0,0,0,197,0,0,0,0,0,0,0,0,0,1.5736040609137056,0.0
8348,24553,914,0,12,39,55,0,21,92,235,0,3,11,14,0,19,55,357,0,0,0,1,914,0,0,0,0,0,0,0,0,0,3.1044857768052516,0.0
8349,24554,381,0,0,33,4,0,0,103,12,0,0,7,0,0,0,184,36,0,0,1,1,381,0,0,0,0,0,0,0,0,0,0.3674540682414698,0.0
8350,24555,459,0,7,54,9,0,10,84,43,0,0,2,0,0,79,125,46,0,0,0,0,459,0,0,0,0,0,0,0,0,0,1.181917211328976,0.0
8351,24557,2735,0,523,7,516,0,502,30,730,0,4,25,65,0,187,12,132,0,2,0,0,2325,66,212,132,0,0,0,0,0,0,5.130712979890311,0.5564899451553931
8352,24558,458,0,38,29,12,0,93,43,34,0,0,5,0,0,105,55,43,0,1,0,0,458,0,0,0,0,0,0,0,0,0,2.096069868995633,0.0
8353,24559,266,0,2,24,0,0,12,116,4,0,0,2,0,0,15,86,4,0,0,1,0,266,0,0,0,0,0,0,0,0,0,0.39473684210526316,0.0
8354,24560,114,0,1,8,0,0,10,19,3,0,0,0,0,0,26,43,4,0,0,0,0,114,0,0,0,0,0,0,0,0,0,0.7236842105263158,0.0
8355,24562,162,0,0,2,13,0,0,8,58,0,0,0,1,0,0,5,75,0,0,0,0,162,0,0,0,0,0,0,0,0,0,4.012345679012346,0.0
8356,24563,197,0,1,9,0,0,24,78,0,0,2,4,0,0,25,54,0,0,0,0,0,197,0,0,0,0,0,0,0,0,0,0.6472081218274112,0.0
8357,24564,486,0,0,17,21,0,2,32,116,0,0,4,3,0,1,126,164,0,0,0,0,486,0,0,0,0,0,0,0,0,0,2.654320987654321,0.0
8358,24565,284,0,0,8,19,0,0,29,35,0,0,1,1,0,0,125,66,0,0,0,0,284,0,0,0,0,0,0,0,0,0,1.5845070422535212,0.0
8359,24566,213,0,27,6,12,0,58,19,25,0,5,6,0,0,46,8,1,0,0,0,0,213,0,0,0,0,0,0,0,0,0,3.192488262910798,0.0
8360,24567,158,0,0,4,6,0,0,14,36,0,0,1,3,0,0,25,68,0,0,0,1,158,0,0,0,0,0,0,0,0,0,2.5632911392405062,0.0
8361,24568,544,0,39,9,48,0,71,18,98,0,3,3,12,0,66,14,162,0,0,0,1,544,0,0,0,0,0,0,0,0,0,3.198529411764706,0.0
8362,24569,116,0,0,0,5,0,4,3,26,0,0,0,1,0,17,5,55,0,0,0,0,116,0,0,0,0,0,0,0,0,0,2.6724137931034484,0.0
8363,24570,31,0,0,1,1,0,0,2,7,0,0,1,0,0,0,4,15,0,0,0,0,31,0,0,0,0,0,0,0,0,0,2.4193548387096775,0.0
8364,24571,757,0,0,53,62,0,0,111,221,0,0,9,10,0,0,113,175,0,0,2,1,757,0,0,0,0,0,0,0,0,0,3.3949801849405548,0.0
8365,24572,135,0,3,1,6,0,9,4,35,0,0,1,2,0,17,7,50,0,0,0,0,135,0,0,0,0,0,0,0,0,0,3.2777777777777777,0.0
8366,24573,436,0,0,55,7,0,0,120,23,0,0,7,1,0,0,171,50,0,0,2,0,436,0,0,0,0,0,0,0,0,0,0.6192660550458715,0.0
8367,24574,214,0,1,16,0,0,23,81,0,0,4,4,0,0,11,74,0,0,0,0,0,214,0,0,0,0,0,0,0,0,0,0.5957943925233645,0.0
8368,24575,172,0,1,4,2,0,33,31,12,0,1,6,0,0,25,27,30,0,0,0,0,172,0,0,0,0,0,0,0,0,0,1.744186046511628,0.0
8369,24576,145,0,0,3,4,0,0,31,19,0,0,1,2,0,0,52,33,0,0,0,0,145,0,0,0,0,0,0,0,0,0,1.5172413793103448,0.0
8370,24577,353,0,5,27,20,0,7,124,46,0,0,5,4,0,2,81,32,0,0,0,0,353,0,0,0,0,0,0,0,0,0,1.7776203966005666,0.0
8371,24580,250,0,11,12,0,0,20,55,0,0,4,0,0,0,56,92,0,0,0,0,0,250,0,0,0,0,0,0,0,0,0,0.55,0.0
8372,24581,475,0,0,37,18,0,0,89,76,0,0,3,1,0,0,125,125,0,0,1,0,475,0,0,0,0,0,0,0,0,0,1.8,0.0
8373,24582,359,0,0,20,22,0,0,42,49,0,0,2,1,0,0,79,140,0,0,1,3,359,0,0,0,0,0,0,0,0,0,1.6852367688022285,0.0
8374,24584,557,0,0,3,42,0,0,7,231,0,0,7,13,0,0,21,232,0,0,1,0,557,0,0,0,0,0,0,0,0,0,4.640933572710951,0.0
8375,24585,486,0,16,37,0,0,76,77,0,0,3,7,0,0,92,174,0,0,0,4,0,486,0,0,0,0,0,0,0,0,0,0.8796296296296297,0.0
8376,24586,528,0,14,1,65,0,16,1,219,0,1,5,9,0,28,2,165,0,1,0,1,528,0,0,0,0,0,0,0,0,0,5.0710227272727275,0.0
8377,24587,556,0,5,49,3,0,13,295,29,0,1,14,1,0,6,129,10,0,0,1,0,556,0,0,0,0,0,0,0,0,0,0.7014388489208633,0.0
8378,25001,93,0,0,3,0,5,0,45,0,0,0,2,0,0,0,38,0,0,0,0,0,93,0,0,0,0,0,0,0,0,0,0.053763440860215055,0.0
8379,25002,131,0,19,0,0,0,71,1,0,0,3,0,0,0,37,0,0,0,0,0,0,131,0,0,0,0,0,0,0,0,0,3.1297709923664123,0.0
8380,25003,154,0,29,0,0,0,51,0,0,0,2,0,0,0,72,0,0,0,0,0,0,154,0,0,0,0,0,0,0,0,0,2.159090909090909,0.0
8381,25004,384,0,24,36,0,0,135,121,0,0,7,3,0,0,43,13,0,0,2,0,0,384,0,0,0,0,0,0,0,0,0,1.9596354166666667,0.0
8382,25005,52,0,1,0,0,0,20,0,0,0,1,0,0,0,30,0,0,0,0,0,0,52,0,0,0,0,0,0,0,0,0,2.019230769230769,0.0
8383,25006,35,0,3,0,0,0,12,0,0,0,0,0,0,0,18,2,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,1.9285714285714286,0.0
8384,25007,33,0,0,1,0,0,0,25,0,0,0,1,0,0,0,6,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0.0,0.0
8385,25008,176,0,18,0,0,0,112,0,0,0,3,0,0,0,43,0,0,0,0,0,0,176,0,0,0,0,0,0,0,0,0,3.4801136363636362,0.0
8386,25009,58,0,27,0,0,0,21,0,0,0,1,0,0,0,9,0,0,0,0,0,0,58,0,0,0,0,0,0,0,0,0,3.0172413793103448,0.0
8387,25011,272,84,0,0,0,116,0,4,0,1,0,0,0,65,0,1,0,1,0,0,0,175,55,2,40,0,0,0,0,0,0,0.5827205882352942,0.6801470588235294
8388,25012,68,0,4,0,0,2,44,1,0,0,1,0,0,4,9,3,0,0,0,0,0,68,0,0,0,0,0,0,0,0,0,3.448529411764706,0.0
8389,25013,93,2,14,0,0,4,39,4,0,0,2,0,0,0,27,0,0,0,1,0,0,93,0,0,0,0,0,0,0,0,0,2.5806451612903225,0.0
8390,25014,357,2,71,0,0,9,187,2,0,0,9,0,0,0,76,1,0,0,0,0,0,357,0,0,0,0,0,0,0,0,0,3.2072829131652663,0.0
8391,25015,258,0,5,23,0,0,26,129,0,0,1,12,0,0,6,56,0,0,0,0,0,258,0,0,0,0,0,0,0,0,0,0.562015503875969,0.0
8392,25016,91,0,2,10,0,0,6,30,0,0,0,2,0,0,19,21,0,0,0,1,0,91,0,0,0,0,0,0,0,0,0,0.38461538461538464,0.0
8393,25017,35,0,6,0,0,0,10,5,0,0,1,0,0,0,10,3,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,1.9285714285714286,0.0
8394,25018,271,0,29,0,0,0,135,2,0,0,3,1,0,0,101,0,0,0,0,0,0,271,0,0,0,0,0,0,0,0,0,2.7859778597785976,0.0
8395,25019,164,4,27,2,0,2,48,12,0,0,3,0,0,1,64,1,0,0,0,0,0,164,0,0,0,0,0,0,0,0,0,1.9451219512195121,0.0
8396,25020,297,66,45,0,0,41,64,0,0,4,2,0,0,30,43,1,0,0,1,0,0,115,90,0,92,0,0,0,0,0,0,1.728956228956229,1.2323232323232323
8397,25021,647,47,78,0,0,57,258,2,0,7,14,1,0,56,126,0,0,0,1,0,0,647,0,0,0,0,0,0,0,0,0,2.479134466769706,0.0
8398,25022,557,14,121,0,0,157,168,0,0,0,12,0,0,4,81,0,0,0,0,0,0,557,0,0,0,0,0,0,0,0,0,2.3994614003590664,0.0
8399,25024,281,1,15,13,0,1,116,61,0,0,11,4,0,5,31,23,0,0,0,0,0,281,0,0,0,0,0,0,0,0,0,2.300711743772242,0.0
8400,25025,277,4,19,2,0,93,50,23,0,4,1,2,0,15,52,12,0,0,0,0,0,277,0,0,0,0,0,0,0,0,0,1.4332129963898916,0.0
8401,25026,106,0,18,0,0,0,45,1,0,0,1,0,0,0,41,0,0,0,0,0,0,106,0,0,0,0,0,0,0,0,0,2.5707547169811322,0.0
8402,25029,108,0,1,5,0,0,21,18,0,0,10,3,0,0,11,39,0,0,0,0,0,108,0,0,0,0,0,0,0,0,0,1.2268518518518519,0.0
8403,25030,149,0,27,0,0,0,103,0,0,0,0,0,0,0,19,0,0,0,0,0,0,149,0,0,0,0,0,0,0,0,0,3.9093959731543624,0.0
8404,25031,2577,385,293,205,0,385,294,46,0,22,6,0,0,818,88,23,0,11,1,0,0,1648,438,70,421,0,0,0,0,0,0,1.0888630190143578,0.7958866899495537
8405,25032,165,0,12,0,0,0,112,0,0,0,11,0,0,0,30,0,0,0,0,0,0,165,0,0,0,0,0,0,0,0,0,3.742424242424242,0.0
8406,25033,230,9,65,2,0,8,79,14,0,0,3,0,0,4,28,18,0,0,0,0,0,230,0,0,0,0,0,0,0,0,0,2.510869565217391,0.0
8407,25035,922,2,117,1,0,100,603,2,0,4,24,0,0,15,54,0,0,0,0,0,0,922,0,0,0,0,0,0,0,0,0,3.7640997830802605,0.0
8408,25036,712,4,151,2,0,11,379,32,0,0,25,0,0,10,98,0,0,0,0,0,0,712,0,0,0,0,0,0,0,0,0,3.297752808988764,0.0
8409,25038,95,0,6,0,0,7,21,0,0,0,0,0,0,7,53,1,0,0,0,0,0,95,0,0,0,0,0,0,0,0,0,1.3368421052631578,0.0
8410,25039,322,0,8,52,0,0,66,120,0,0,2,33,0,0,21,20,0,0,0,0,0,322,0,0,0,0,0,0,0,0,0,1.1024844720496894,0.0
8411,25040,275,11,19,9,0,21,61,35,0,6,8,1,0,43,56,5,0,0,0,0,0,215,27,9,24,0,0,0,0,0,0,1.461818181818182,0.5236363636363637
8412,25041,123,0,6,3,0,6,59,19,0,0,1,0,0,4,14,11,0,0,0,0,0,123,0,0,0,0,0,0,0,0,0,2.589430894308943,0.0
8413,25042,97,0,0,6,0,0,13,48,0,0,2,6,0,0,3,19,0,0,0,0,0,97,0,0,0,0,0,0,0,0,0,0.7216494845360825,0.0
8414,25043,668,69,150,74,0,76,157,27,0,1,0,1,0,92,20,0,0,1,0,0,0,548,26,5,89,0,0,0,0,0,0,1.902694610778443,0.47604790419161674
8415,25044,28,0,2,0,0,0,14,0,0,0,0,0,0,0,12,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,2.6785714285714284,0.0
8416,25045,23,0,0,0,0,0,9,0,0,0,0,0,0,0,14,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,1.9565217391304348,0.0
8417,25046,40,0,8,0,0,0,12,0,0,0,0,0,0,1,19,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,2.0,0.0
8418,25047,1420,152,357,56,0,69,251,227,0,1,7,34,0,70,184,10,0,1,1,0,0,1420,0,0,0,0,0,0,0,0,0,1.6271126760563381,0.0
8419,25048,1186,51,315,0,0,49,571,21,0,0,10,2,0,29,136,0,0,0,2,0,0,1013,37,87,49,0,0,0,0,0,0,3.1551433389544687,0.5219224283305227
8420,25049,46,0,5,2,0,0,18,10,0,0,1,1,0,0,8,1,0,0,0,0,0,46,0,0,0,0,0,0,0,0,0,2.282608695652174,0.0
8421,25050,184,0,6,12,0,0,13,113,0,0,1,5,0,0,9,24,0,0,0,1,0,184,0,0,0,0,0,0,0,0,0,0.4483695652173913,0.0
8422,25051,255,0,31,23,0,0,65,60,0,0,1,3,0,0,32,39,0,0,1,0,0,255,0,0,0,0,0,0,0,0,0,1.588235294117647,0.0
8423,25052,38,0,2,0,0,0,17,0,0,0,2,0,0,0,17,0,0,0,0,0,0,38,0,0,0,0,0,0,0,0,0,2.5,0.0
8424,25053,52,0,7,2,0,0,4,8,0,0,1,6,0,0,22,2,0,0,0,0,0,52,0,0,0,0,0,0,0,0,0,0.7692307692307693,0.0
8425,25054,205,7,37,1,0,32,105,1,0,0,3,0,0,1,18,0,0,0,0,0,0,148,40,0,17,0,0,0,0,0,0,3.2219512195121953,0.44390243902439025
8426,25055,129,0,14,0,0,0,86,0,0,0,0,0,0,0,28,0,0,0,1,0,0,129,0,0,0,0,0,0,0,0,0,3.604651162790698,0.0
8427,25056,7759,58,1517,498,0,75,2419,588,0,6,146,30,0,110,1566,737,0,2,4,3,0,7759,0,0,0,0,0,0,0,0,0,2.1084546977703313,0.0
8428,25057,1106,23,64,328,0,18,132,302,0,0,2,4,0,64,66,102,0,0,0,1,0,1106,0,0,0,0,0,0,0,0,0,0.7726039783001808,0.0
8429,25058,398,33,65,13,0,84,83,5,0,1,8,0,0,44,51,10,0,1,0,0,0,398,0,0,0,0,0,0,0,0,0,1.7550251256281406,0.0
8430,25059,102,0,15,1,0,0,54,7,0,0,0,0,0,0,24,1,0,0,0,0,0,102,0,0,0,0,0,0,0,0,0,3.014705882352941,0.0
8431,25060,676,0,13,85,0,0,70,337,0,0,3,11,0,0,37,120,0,0,0,0,0,676,0,0,0,0,0,0,0,0,0,0.5769230769230769,0.0
8432,25061,63,8,7,1,0,11,19,0,0,0,0,0,0,7,9,1,0,0,0,0,0,63,0,0,0,0,0,0,0,0,0,2.0238095238095237,0.0
8433,25062,116,0,0,13,0,0,2,74,0,0,1,1,0,0,5,20,0,0,0,0,0,116,0,0,0,0,0,0,0,0,0,0.10775862068965517,0.0
8434,25063,399,0,1,119,0,0,0,189,0,0,0,6,0,0,0,81,0,0,0,3,0,399,0,0,0,0,0,0,0,0,0,0.006265664160401002,0.0
8435,25065,27,1,7,0,0,1,15,0,0,0,0,0,0,0,3,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,3.4814814814814814,0.0
8436,25066,47,4,5,0,0,2,7,0,0,0,0,0,0,16,12,0,0,1,0,0,0,47,0,0,0,0,0,0,0,0,0,1.0957446808510638,0.0
8437,25067,89,5,11,0,0,18,21,2,0,0,2,0,0,8,22,0,0,0,0,0,0,89,0,0,0,0,0,0,0,0,0,1.7752808988764044,0.0
8438,25070,149,0,0,11,0,0,0,78,0,0,0,1,0,0,0,58,0,0,0,1,0,149,0,0,0,0,0,0,0,0,0,0.0,0.0
8439,25071,201,0,1,39,0,0,2,98,0,0,0,8,0,0,2,50,0,0,1,0,0,201,0,0,0,0,0,0,0,0,0,0.06218905472636816,0.0
8440,25072,16,0,2,0,0,0,2,0,0,0,0,0,0,0,12,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0.9375,0.0
8441,25073,290,30,1,0,0,125,54,0,0,6,0,1,0,73,0,0,0,0,0,0,0,290,0,0,0,0,0,0,0,0,0,1.4327586206896552,0.0
8442,25074,308,0,26,20,0,1,106,90,0,0,1,5,0,1,29,29,0,0,0,0,0,308,0,0,0,0,0,0,0,0,0,1.9431818181818181,0.0
8443,25075,141,0,9,0,0,0,86,3,0,0,2,2,0,0,39,0,0,0,0,0,0,141,0,0,0,0,0,0,0,0,0,3.24468085106383,0.0
8444,25077,34,0,0,0,0,0,5,12,0,0,0,1,0,0,3,13,0,0,0,0,0,34,0,0,0,0,0,0,0,0,0,0.7352941176470589,0.0
8445,25078,405,6,5,56,0,18,27,197,0,2,2,14,0,20,15,42,0,0,0,1,0,405,0,0,0,0,0,0,0,0,0,0.4308641975308642,0.0
8446,25079,170,0,15,0,0,3,76,2,0,0,14,0,0,0,59,1,0,0,0,0,0,170,0,0,0,0,0,0,0,0,0,2.679411764705882,0.0
8447,25082,358,67,16,1,0,153,51,1,0,2,1,0,0,56,9,0,0,1,0,0,0,356,2,0,0,0,0,0,0,0,0,1.3547486033519553,0.00558659217877095
8448,25083,96,0,5,0,0,0,29,0,0,0,1,0,0,0,56,5,0,0,0,0,0,96,0,0,0,0,0,0,0,0,0,1.6666666666666667,0.0
8449,25084,372,0,88,0,0,0,215,2,0,0,8,0,0,0,59,0,0,0,0,0,0,372,0,0,0,0,0,0,0,0,0,3.53494623655914,0.0
